P9	P14	P41	P43	P46	P47	P74	P75	P82	P84	P102	P107	P167	P178	P179	P186	P190	P191	P196	P212	P225	P261	P265	P266	P276	P291	P294	P295	P301	P304	P143	P149	Domain	Phylum	Class	Order	Family	Genus	Species
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Caudovirales	Caudovirales	Nitrincola phage 1M3.16
2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Caudovirales	Lilyvirus	Paenibacillus virus Lily
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Banana streak UA virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Birch leaf roll.associated virus
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Cacao swollen shoot CD virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Cacao swollen shoot Ghana J virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Cacao swollen shoot virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Dioscorea bacilliform AL virus
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Dioscorea bacilliform RT virus 1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Dioscorea bacilliform RT virus 2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Caulimovirus	Carnation etched ring virus
0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Caulimovirus	Cauliflower mosaic virus
2	95	0	7	26	4	0	2	2	26	17	0	1	0	1	0	0	1	13	1	2	57	3	1	7	50	6	36	63	0	17	37	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Caulimovirus	Eupatorium vein clearing virus
1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Cavemovirus	Cassava vein mosaic virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Cavemovirus	Sweet potato collusive virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Dioscovirus	Dioscorea nummularia associated virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Solendovirus	Tobacco vein clearing virus
0	0	0	0	0	0	0	0	5	0	0	0	0	2	4	0	0	0	0	0	3	1	0	0	0	1	0	1	0	0	2	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Soymovirus	Blueberry red ringspot virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Vaccinivirus	Blueberry fruit drop associated virus
0	0	1	0	0	0	3	0	0	1370	0	0	0	0	2	0	4	4	0	0	0	0	0	0	0	0	1	0	4	0	0	73	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Chaseviridae	Carltongylesvirus	Enterobacteria phage phiEcoM.GJ1
0	0	6	0	0	0	7	0	0	1715	0	0	0	0	9	5	4	5	0	0	2	0	0	0	2	0	2	0	1	0	0	191	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Chaseviridae	Carltongylesvirus	Escherichia phage flopper
0	0	2	0	0	0	0	1	0	384	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	34	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Chaseviridae	Carltongylesvirus	Escherichia phage Mangalitsa
0	0	6	0	0	0	17	0	0	4266	0	0	0	0	18	0	6	11	0	0	1	1	0	0	12	0	2	0	3	0	0	135	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Chaseviridae	Carltongylesvirus	Escherichia virus ST32
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Chaseviridae	Faunusvirus	Erwinia virus Faunus
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Chaseviridae	Loessnervirus	Pantoea phage vB_PagM_SSEM1
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Chaseviridae	Suwonvirus	Pectobacterium virus PP101
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Negarnaviricota	Monjiviricetes	Jingchuvirales	Chuviridae	Mivirus	Brunnich mivirus
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Negarnaviricota	Monjiviricetes	Jingchuvirales	Chuviridae	Mivirus	Odonate mivirus
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Negarnaviricota	Monjiviricetes	Jingchuvirales	Chuviridae	Mivirus	Shayang mivirus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	52	0	0	0	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Avon.Heathcote Estuary associated circular virus 2	
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Avon.Heathcote Estuary associated circular virus 4	
0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circoviridae 2 LDMD.2013	
0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus.like genome DHCV.2	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Bat associated cyclovirus 8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Horse associated cyclovirus 1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Little cherry virus 2
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Closterovirus	Grapevine rootstock stem lesion associated virus
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Blackberry yellow vein.associated virus
2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Lettuce infectious yellows virus
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Areca palm velarivirus 1
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Cordyline virus 1
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Cordyline virus 2
0	2	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Cordyline virus 3
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Bat coronavirus 1A
0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Ferret coronavirus
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus NL63
0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Wencheng Sm shrew coronavirus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	China Rattus coronavirus HKU24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Deltacoronavirus	Magpie.robin coronavirus HKU18
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Deltacoronavirus	Munia coronavirus HKU13
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Deltacoronavirus	Night heron coronavirus HKU19
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Deltacoronavirus	White.eye coronavirus HKU16
0	0	0	1	0	1	0	1	1	0	2	0	0	3	0	0	2	0	8	0	0	0	0	0	0	0	2	0	0	0	1	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Deltacoronavirus	Wigeon coronavirus HKU20
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Gammacoronavirus	Avian coronavirus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Rodent coronavirus	
2	0	0	1	6	7	8	2	3	1	0	0	0	7	2	0	2	1	1	5	0	0	0	0	0	10	0	0	0	0	3	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Shrew coronavirus	
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Deltaflexiviridae	Deltaflexivirus	Sclerotinia deltaflexivirus 1
0	0	0	8	1	0	0	1	17	0	0	0	0	0	20	0	0	5	2	0	2	3	0	0	0	2	2	2	1	0	0	50	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Cetovirus	Vibrio virus Ceto
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Cetovirus	Vibrio virus Thalassa
0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Escherichia virus saus132
0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella phage atrejo
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella phage fuchur
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella phage oselot
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella phage OSY.STA
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella phage vB_SenS_SB13
0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella virus LVR16A
0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella virus S124
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella virus S126
0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella virus S147
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella virus SH9
0	2	0	0	1	0	0	0	8	7	0	0	0	0	1	0	2	4	0	0	4	2	0	0	2	9	0	2	1	0	0	3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella virus STG2
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella virus Stitch
0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Epseptimavirus	Salmonella virus Sw2
0	0	1	0	0	0	0	0	4	5	0	0	0	0	0	1	0	0	0	0	0	6	0	1	0	3	0	16	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Haartmanvirus	Yersinia virus phiR201
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Jesfedecavirus	Vibrio virus phi3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Myunavirus	Pectobacterium virus My1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Novosibvirus	Proteus virus PM135
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Novosibvirus	Proteus virus Stubb
0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	0	0	2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Pogseptimavirus	Vibrio virus PG07
0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Sugarlandvirus	Klebsiella virus Sugarland
0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Bacteriophage T5.like chee24
0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Enterobacteria phage DT571/2
0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia phage APCEc03
0	0	1	0	0	0	1	0	0	655	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia phage fp01
0	0	0	1	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia phage SP15
0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia phage vB_EcoS_HdH2
0	0	0	0	0	0	1	0	0	1165	0	0	0	0	2	0	1	3	0	0	0	0	0	0	4	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus AKFV33
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus BF23
0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus DT57C
0	0	1	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus FFH1
0	0	0	0	0	0	0	0	0	120	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus Gostya9
0	0	0	0	0	0	0	0	0	137	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus H8
0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	1	0	0	8	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus OSYSP
0	0	0	0	0	0	0	0	0	433	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus phiLLS
0	0	2	0	0	0	3	0	0	309	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus slur09
0	0	0	0	0	0	0	1	0	449	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus T5
0	0	2	0	0	0	0	0	0	211	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus VEc33
0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Phage NBEco001
0	0	2	0	0	0	2	0	0	389	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Phage NBEco002
0	0	1	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Phage NBSal003
0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Phage NBSal005
0	0	2	0	0	0	1	0	0	489	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella phage L6jm
0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella phage oldekolle
0	0	0	0	0	0	0	0	0	360	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella phage SE11
0	0	0	0	0	0	1	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella phage Th1
0	0	0	2	0	0	1	0	0	84	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella virus NR01
0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella virus S131
0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella virus Shivani
0	1	2	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella virus SP01
0	0	0	0	0	0	4	0	0	447	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella virus SP3
0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella virus SPC35
0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella virus VSe12
